Title_CN,Title_EN,Date,Domestic/International,Audience,Type,AI_Term_Counts,Reporting Duplicate? (Y/N),URL
习近平出席上海合作组织成员国元首理事会第二十次会议并发表重要讲话,Xi Jinping Attends the 20th Meeting of the Council of Heads of State of the Shanghai Cooperation Organization and Delivers Important Speech,2020-11-11,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31926258
习近平：在浦东开发开放30周年庆祝大会上的讲话,Xi Jinping: Speech at the Conference Celebrating the 30th Anniversary of Pudong Development and Opening-Up,2020-11-12,Domestic,Provincial/Municipal Officials & Citizens,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/31929134
浦东开发开放30周年庆祝大会隆重举行 习近平发表重要讲话,"Conference Celebrating the 30th Anniversary of Pudong Development and Opening-Up Held Grandly, Xi Jinping Delivers Important Speech",2020-11-13,Domestic,Provincial/Municipal Officials & Citizens,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31929319
坚定不移走中国特色社会主义法治道路 为全面建设社会主义现代化国家提供有力法治保障,"Unswervingly Follow the Path of Socialist Rule of Law with Chinese Characteristics, Provide Strong Rule of Law Guarantee for Comprehensively Building a Modern Socialist Country",2020-11-16,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32038656
习近平在二十国集团领导人第十五次峰会第一阶段会议上的讲话,Xi Jinping's Speech at the First Stage of the 15th G20 Leaders' Summit,2020-11-21,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(8),N,https://jhsjk.people.cn/article/31939549
习近平出席二十国集团领导人第十五次峰会第一阶段会议并发表重要讲话,Xi Jinping Attends the First Stage of the 15th G20 Leaders' Summit and Delivers Important Speech,2020-11-22,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(6),Y,https://jhsjk.people.cn/article/31939548
习近平在第十七届中国－东盟博览会和中国－东盟商务与投资峰会开幕式上的致辞（全文）,Xi Jinping's Address at the Opening Ceremony of the 17th China-ASEAN Expo and China-ASEAN Business and Investment Summit (Full Text),2020-11-27,International,Government Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/31947121
习近平在第十七届中国－东盟博览会和中国－东盟商务与投资峰会开幕式上致辞,Xi Jinping's Address at the Opening Ceremony of the 17th China-ASEAN Expo and China-ASEAN Business and Investment Summit,2020-11-27,International,Business/Industry,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31947125
习近平在中央政治局第二十五次集体学习时强调 全面加强知识产权保护工作 激发创新活力推动构建新发展格局,"Xi Jinping Emphasizes at the 25th Collective Study Session of the CPC Central Committee Political Bureau: Comprehensively Strengthen Intellectual Property Protection, Stimulate Innovation Vitality and Promote the Construction of a New Development Pattern",2020-12-01,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/31951382
全面加强知识产权保护工作 激发创新活力推动构建新发展格局,"Comprehensively Strengthen Intellectual Property Protection, Stimulate Innovation Vitality and Promote the Construction of a New Development Pattern",2020-12-02,Domestic,Party/CCP Officials,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/31951686
坚定改革信心汇聚改革合力 推动新发展阶段改革取得更大突破,"Strengthen Reform Confidence, Pool Reform Forces, Promote New Development Stage Reform to Achieve Greater Breakthroughs",2020-12-31,Domestic,Party/CCP Officials,speech transcript,算法(2),N,https://jhsjk.people.cn/article/31984822
习近平在博鳌亚洲论坛2021年年会开幕式上的视频主旨演讲（全文）,Xi Jinping's Video Keynote Speech at the Opening Ceremony of the Boao Forum for Asia Annual Conference 2021 (Full Text),2021-01-01,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32082690
习近平：中国冰雪运动必须走科技创新之路,Xi Jinping: China's Ice and Snow Sports Must Take the Path of Scientific and Technological Innovation,2021-01-20,Domestic,Provincial/Municipal Officials & Citizens,visit description,人工智能(2),N,https://jhsjk.people.cn/article/32006220
习近平在清华大学考察时强调 坚持中国特色世界一流大学建设目标方向 为服务国家富强民族复兴人民幸福贡献力量,"Xi Jinping Emphasizes During Inspection at Tsinghua University: Adhere to the Goal and Direction of Building World-Class Universities with Chinese Characteristics, Contribute to National Prosperity, National Rejuvenation and People's Happiness",2021-04-19,Domestic,Academia/Scientists,visit description,人工智能(4),N,https://jhsjk.people.cn/article/32082039
同舟共济克时艰，命运与共创未来,"Overcome Difficulties Together in Times of Crisis, Share a Common Future to Create the Future",2021-04-20,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32083402
坚持中国特色世界一流大学建设目标方向 为服务国家富强民族复兴人民幸福贡献力量,"Adhere to the Goal and Direction of Building World-Class Universities with Chinese Characteristics, Contribute to National Prosperity, National Rejuvenation and People's Happiness",2021-04-20,International,Academia/Scientists,speech transcript,人工智能(4),Y,https://jhsjk.people.cn/article/32082334
习近平：在中国科学院第二十次院士大会、中国工程院第十五次院士大会、中国科协第十次全国代表大会上的讲话,"Xi Jinping: Speech at the 20th Academician Conference of the Chinese Academy of Sciences, the 15th Academician Conference of the Chinese Academy of Engineering, and the 10th National Congress of the China Association for Science and Technology",2021-05-28,Domestic,Academia/Scientists,speech transcript,人工智能(6),N,https://jhsjk.people.cn/article/32116542
在中国科学院第二十次院士大会、中国工程院第十五次院士大会、中国科协第十次全国代表大会上的讲话,"Speech at the 20th Academician Conference of the Chinese Academy of Sciences, the 15th Academician Conference of the Chinese Academy of Engineering, and the 10th National Congress of the China Association for Science and Technology",2021-05-29,Domestic,Academia/Scientists,speech transcript,人工智能(6),Y,https://jhsjk.people.cn/article/32116652
习近平同哈萨克斯坦总统托卡耶夫通电话,Xi Jinping Speaks with Kazakh President Tokayev by Telephone,2021-06-03,International,Other Heads of State / Foreign Leaders,phone call,人工智能(2),N,https://jhsjk.people.cn/article/32121023
习近平向中国－上海合作组织数字经济产业论坛、2021中国国际智能产业博览会致贺信,Xi Jinping's Congratulatory Letter to the China-Shanghai Cooperation Organization Digital Economy Industry Forum and 2021 China International Intelligent Industry Expo,2021-08-23,International,Business/Industry,letter,人工智能(2),Y,https://jhsjk.people.cn/article/32203693
习近平向中国—上海合作组织数字经济产业论坛、2021中国国际智能产业博览会致贺信,Xi Jinping's Congratulatory Letter to the China-Shanghai Cooperation Organization Digital Economy Industry Forum and 2021 China International Intelligent Industry Expo,2021-08-24,International,Business/Industry,letter,人工智能(2),N,https://jhsjk.people.cn/article/32204796
推动落实全球发展倡议、全球安全倡议、全球文明倡议、全球治理倡议,"Promote the Implementation of the Global Development Initiative, Global Security Initiative, Global Civilization Initiative, and Global Governance Initiative",2021-09-21,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40582822
在迪拜世博会中国馆的致辞,Address at the China Pavilion of the Dubai World Expo,2021-10-02,Domestic,Public/Citizens,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32244836
习近平出席第二届联合国全球可持续交通大会开幕式并发表主旨讲话,Xi Jinping Attends the Opening Ceremony of the Second United Nations Global Sustainable Transport Conference and Delivers Keynote Speech,2021-10-15,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32254217
与世界相交 与时代相通 在可持续发展道路上阔步前行,"Engage with the World, Connect with the Times, Advance on the Path of Sustainable Development",2021-10-15,International,Government Officials,meeting description,人工智能(4),Y,https://jhsjk.people.cn/article/32254219
不断做强做优做大我国数字经济,"Continuously Strengthen, Optimize and Expand China's Digital Economy",2021-10-18,Domestic,Party/CCP Officials,speech transcript,人工智能(8),N,https://jhsjk.people.cn/article/32346871
把握数字经济发展趋势和规律 推动我国数字经济健康发展,"Grasp the Development Trends and Laws of the Digital Economy, Promote the Healthy Development of China's Digital Economy",2021-10-18,Domestic,Party/CCP Officials,speech transcript,人工智能(8),Y,https://jhsjk.people.cn/article/32258470
习近平在中共中央政治局第三十四次集体学习时强调 把握数字经济发展趋势和规律 推动我国数字经济健康发展,"Xi Jinping Emphasizes at the 34th Collective Study Session of the CPC Central Committee Political Bureau: Grasp the Development Trends and Laws of the Digital Economy, Promote the Healthy Development of China's Digital Economy",2021-10-19,Domestic,Party/CCP Officials,speech transcript,人工智能(6),Y,https://jhsjk.people.cn/article/32258262
"坚定创新自信紧抓创新机遇
加快实现高水平科技自立自强","Strengthen Innovation Confidence, Seize Innovation Opportunities, Accelerate the Achievement of High-Level Scientific and Technological Self-Reliance and Self-Strengthening",2021-10-27,Domestic,Party/CCP Officials,visit description,人工智能(2),N,https://jhsjk.people.cn/article/32265337
中共中央政治局召开会议 审议《国家安全战略（2021－2025年）》《军队功勋荣誉表彰条例》和《国家科技咨询委员会2021年咨询报告》 中共中央总书记习近平主持会议,"CPC Central Committee Political Bureau Holds Meeting to Review ""National Security Strategy (2021-2025)"", ""Military Merit and Honor Commendation Regulations"" and ""National Science and Technology Advisory Committee 2021 Advisory Report"", CPC Central Committee General Secretary Xi Jinping Presides Over the Meeting",2021-11-18,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32286177
中共中央政治局召开会议,CPC Central Committee Political Bureau Holds Meeting,2021-11-19,Domestic,Party/CCP Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32286407
在中国文联十一大、中国作协十大开幕式上的讲话,Speech at the Opening Ceremony of the 11th China Federation of Literary and Art Circles Congress and the 10th China Writers Association Congress,2021-12-15,Domestic,Academia/Scientists,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32308213
习近平在中国同中亚五国建交30周年视频峰会上的讲话（全文）,Xi Jinping's Speech at the Video Summit Commemorating the 30th Anniversary of Diplomatic Relations Between China and Central Asian Countries (Full Text),2022-01-25,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32339672
习近平主持中国同中亚五国建交30周年视频峰会 强调携手构建更加紧密的中国－中亚命运共同体,"Xi Jinping Presides Over Video Summit Commemorating the 30th Anniversary of Diplomatic Relations Between China and Central Asian Countries, Emphasizing: Work Together to Build a Closer China-Central Asia Community with a Shared Future",2022-01-25,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32339661
"深入分析推进碳达峰碳中和工作面临的形势任务
扎扎实实把党中央决策部署落到实处","In-Depth Analysis of the Situation and Tasks Facing Carbon Peak and Carbon Neutrality Work, Steadily Implement Party Central Committee Decision-Making and Deployment",2022-01-26,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32339885
携手共命运  一起向未来,"Share a Common Destiny, Move Forward Together Toward the Future",2022-01-26,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32339849
习近平主持中国同中亚五国建交30周年视频峰会,Xi Jinping Presides Over Video Summit Commemorating the 30th Anniversary of Diplomatic Relations Between China and Central Asian Countries,2022-01-26,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32339844
习近平会见哈萨克斯坦总统托卡耶夫,Xi Jinping Meets with Kazakh President Tokayev,2022-02-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32345801
习近平同俄罗斯总统普京会谈,Xi Jinping Holds Talks with Russian President Putin,2022-02-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32345576
习近平：坚持走中国特色社会主义法治道路 更好推进中国特色社会主义法治体系建设,"Xi Jinping: Adhere to the Path of Socialist Rule of Law with Chinese Characteristics, Better Promote the Construction of the Socialist Rule of Law System with Chinese Characteristics",2022-02-15,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32352701
习近平同法国总统马克龙通电话,Xi Jinping Speaks with French President Macron by Telephone,2022-02-17,International,Other Heads of State / Foreign Leaders,phone call,人工智能(2),N,https://jhsjk.people.cn/article/32353712
习近平主持召开中央全面深化改革委员会第二十六次会议,Xi Jinping Presides Over the 26th Meeting of the Central Commission for Comprehensively Deepening Reform,2022-06-22,Domestic,Party/CCP Officials,meeting description,算法(2),Y,https://jhsjk.people.cn/article/32453706
加快构建数据基础制度 加强和改进行政区划工作,"Accelerate the Construction of a Data Foundation System, Strengthen and Improve Administrative Division Work",2022-06-23,Domestic,Party/CCP Officials,speech transcript,算法(2),N,https://jhsjk.people.cn/article/32454044
习近平在金砖国家领导人第十四次会晤上的讲话（全文）,Xi Jinping's Speech at the 14th BRICS Leaders' Meeting (Full Text),2022-06-23,International,Business/Industry,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32454893
构建高质量伙伴关系  开启金砖合作新征程,"Build a High-Quality Partnership, Open a New Journey of BRICS Cooperation",2022-06-24,International,Business/Industry,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/32455215
习近平会见塔吉克斯坦总统拉赫蒙,Xi Jinping Meets with Tajik President Rahmon,2022-09-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32526946
习近平对哈萨克斯坦共和国进行国事访问,Xi Jinping Pays State Visit to the Republic of Kazakhstan,2022-09-15,International,Other Heads of State / Foreign Leaders,visit description,人工智能(2),N,https://jhsjk.people.cn/article/32526565
习近平出席上海合作组织成员国元首理事会第二十二次会议并发表重要讲话,Xi Jinping Attends the 22nd Meeting of the Council of Heads of State of the Shanghai Cooperation Organization and Delivers Important Speech,2022-09-16,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32528078
习近平在上海合作组织成员国元首理事会第二十二次会议上的讲话（全文）,Xi Jinping's Speech at the 22nd Meeting of the Council of Heads of State of the Shanghai Cooperation Organization (Full Text),2022-09-16,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32528054
把握时代潮流  加强团结合作  共创美好未来,"Grasp the Tide of the Times, Strengthen Unity and Cooperation, Create a Better Future Together",2022-09-17,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32528166
"习近平：高举中国特色社会主义伟大旗帜 为全面建设社会主义现代化国家而
团结奋斗——在中国共产党第二十次全国代表大会上的报告","Xi Jinping: Hold High the Great Banner of Socialism with Chinese Characteristics, Unite and Struggle for Comprehensively Building a Modern Socialist Country — Report at the 20th National Congress of the Communist Party of China",2022-10-16,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32551583
高举中国特色社会主义伟大旗帜  为全面建设社会主义现代化国家而团结奋斗,"Hold High the Great Banner of Socialism with Chinese Characteristics, Unite and Struggle for Comprehensively Building a Modern Socialist Country",2022-10-26,Domestic,Party/CCP Officials,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/32551700
习近平会见德国总理朔尔茨,Xi Jinping Meets with German Chancellor Scholz,2022-11-04,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/32559174
习近平同欧洲理事会主席米歇尔举行会谈,Xi Jinping Holds Talks with European Council President Michel,2022-12-01,International,Party/CCP Officials,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/32578750
习近平在首届中国—阿拉伯国家峰会上提出中阿务实合作“八大共同行动”,"Xi Jinping Proposes ""Eight Major Common Actions"" for China-Arab Practical Cooperation at the First China-Arab States Summit",2022-12-10,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32584636
习近平在首届中国－阿拉伯国家峰会上提出中阿务实合作“八大共同行动”,"Xi Jinping Proposes ""Eight Major Common Actions"" for China-Arab Practical Cooperation at the First China-Arab States Summit",2022-12-10,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/32584520
中央经济工作会议在北京举行,Central Economic Work Conference Held in Beijing,2022-12-17,Domestic,Party/CCP Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32588820
当前经济工作的几个重大问题,Several Major Issues in Current Economic Work,2023-02-15,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/32624401
习近平同法国总统马克龙在广州非正式会晤,Xi Jinping and French President Macron Hold Informal Meeting in Guangzhou,2023-04-08,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32659710
分析研究当前经济形势和经济工作,Analyze and Study Current Economic Situation and Economic Work,2023-04-29,Domestic,Party/CCP Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/32676259
加快建设以实体经济为支撑的现代化产业体系 以人口高质量发展支撑中国式现代化,"Accelerate the Construction of a Modern Industrial System Supported by the Real Economy, Support Chinese-Style Modernization with High-Quality Population Development",2023-05-06,Domestic,Party/CCP Officials,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/32679764
加快推进国家安全体系和能力现代化 以新安全格局保障新发展格局,"Accelerate the Modernization of National Security System and Capabilities, Guarantee the New Development Pattern with a New Security Pattern",2023-05-31,Domestic,Party/CCP Officials,speech transcript,人工智能(4),Y,https://jhsjk.people.cn/article/40002769
在全国生态环境保护大会上的讲话,Speech at the National Ecological and Environmental Protection Conference,2023-07-17,Domestic,Party/CCP Officials,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/40533906
习近平在全国生态环境保护大会上强调 全面推进美丽中国建设 加快推进人与自然和谐共生的现代化,"Xi Jinping Emphasizes at the National Ecological and Environmental Protection Conference: Comprehensively Promote the Construction of Beautiful China, Accelerate the Promotion of Harmonious Coexistence Between Humans and Nature Modernization",2023-07-18,Domestic,Government Officials,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/40038459
全面推进美丽中国建设  加快推进人与自然和谐共生的现代化,"Comprehensively Promote the Construction of Beautiful China, Accelerate the Promotion of Harmonious Coexistence Between Humans and Nature Modernization",2023-07-19,Domestic,Government Officials,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40038622
中共中央召开党外人士座谈会,CPC Central Committee Holds Symposium with Representatives of Non-CPC Personages,2023-07-25,Domestic,Government Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40042817
团结协作谋发展  勇于担当促和平,"Unite and Cooperate for Development, Be Brave to Take Responsibility and Promote Peace",2023-08-24,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(10); 人工智能治理(2),N,https://jhsjk.people.cn/article/40062888
习近平出席金砖国家领导人第十五次会晤并发表重要讲话,Xi Jinping Attends the 15th BRICS Leaders' Meeting and Delivers Important Speech,2023-08-24,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),N,https://jhsjk.people.cn/article/40062882
习近平向2023中国国际智能产业博览会致贺信,Xi Jinping's Congratulatory Letter to the 2023 China International Intelligent Industry Expo,2023-09-05,International,Business/Industry,letter,人工智能(2),N,https://jhsjk.people.cn/article/40070722
习近平出席第三届“一带一路”国际合作高峰论坛开幕式并发表主旨演讲,Xi Jinping Attends the Opening Ceremony of the Third Belt and Road Forum for International Cooperation and Delivers Keynote Speech,2023-10-19,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4); 人工智能治理(2),N,https://jhsjk.people.cn/article/40098611
建设开放包容、互联互通、共同发展的世界,"Build an Open, Inclusive, Interconnected and Jointly Developed World",2023-10-19,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4); 人工智能治理(2),Y,https://jhsjk.people.cn/article/40098617
全面推进美丽中国建设 健全自然垄断环节监管体制机制,"Comprehensively Promote the Construction of Beautiful China, Improve the Regulatory System and Mechanism for Natural Monopoly Links",2023-11-08,Domestic,Party/CCP Officials,meeting description,算法(2),N,https://jhsjk.people.cn/article/40113429
习近平向2023年世界互联网大会乌镇峰会开幕式发表视频致辞,Xi Jinping Delivers Video Address to the Opening Ceremony of the 2023 World Internet Conference Wuzhen Summit,2023-11-09,International,Public/Citizens,speech transcript,人工智能(8); 人工智能治理(4),N,https://jhsjk.people.cn/article/40114401
习近平在美国友好团体联合欢迎宴会上的演讲（全文）,Xi Jinping's Speech at the Welcome Dinner by US Friendship Groups (Full Text),2023-11-15,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40119780
习近平同美国总统拜登举行中美元首会晤,Xi Jinping Holds China-US Presidential Meeting with US President Biden,2023-11-16,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(8),N,https://jhsjk.people.cn/article/40119633
汇聚两国人民力量  推进中美友好事业,"Pool the Strength of the Two Peoples, Advance the Cause of China-US Friendship",2023-11-17,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),Y,https://jhsjk.people.cn/article/40120147
习近平出席美国友好团体联合欢迎宴会并发表演讲,Xi Jinping Attends Welcome Dinner by US Friendship Groups and Delivers Speech,2023-11-17,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),Y,https://jhsjk.people.cn/article/40120144
习近平出席亚太经合组织第三十次领导人非正式会议并发表重要讲话,Xi Jinping Attends the 30th APEC Economic Leaders' Informal Meeting and Delivers Important Speech,2023-11-19,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40121284
聚焦建设“五个中心”重要使命 加快建成社会主义现代化国际大都市,"Focus on the Important Mission of Building ""Five Centers"", Accelerate the Construction of a Socialist Modern International Metropolis",2023-12-04,Domestic,Government Officials,visit description,人工智能(2),N,https://jhsjk.people.cn/article/40131030
习近平会见欧洲理事会主席米歇尔和欧盟委员会主席冯德莱恩,Xi Jinping Meets with European Council President Michel and European Commission President von der Leyen,2023-12-08,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40134412
以美丽中国建设全面推进人与自然和谐共生的现代化,Comprehensively Promote the Modernization of Harmonious Coexistence Between Humans and Nature with the Construction of Beautiful China,2023-12-31,Domestic,Government Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40150210
强化使命担当  深化改革创新 全面提升新兴领域战略能力,"Strengthen Mission and Responsibility, Deepen Reform and Innovation, Comprehensively Enhance Strategic Capabilities in Emerging Fields",2024-03-08,Domestic,Party/CCP Officials,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40191432
习近平会见美国工商界和战略学术界代表,"Xi Jinping Meets with Representatives from US Business, Strategic and Academic Communities",2024-03-28,International,Business/Industry,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40205253
习近平会见荷兰首相吕特,Xi Jinping Meets with Dutch Prime Minister Rutte,2024-03-28,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40205254
习近平同美国总统拜登通电话,Xi Jinping Speaks with US President Biden by Telephone,2024-04-03,International,Other Heads of State / Foreign Leaders,phone call,人工智能(2),N,https://jhsjk.people.cn/article/40209012
习近平会见美国国务卿布林肯,Xi Jinping Meets with US Secretary of State Blinken,2024-04-27,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40225048
习近平同法国总统马克龙共同会见记者,Xi Jinping and French President Macron Meet the Press Together,2024-05-07,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40230760
同法国总统马克龙共见记者时的讲话,Speech When Meeting the Press Together with French President Macron,2024-05-07,International,Other Heads of State / Foreign Leaders,speech transcript,人工智能(4),Y,https://jhsjk.people.cn/article/40230766
习近平同塞尔维亚总统武契奇举行会谈,Xi Jinping Holds Talks with Serbian President Vučić,2024-05-09,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(6),N,https://jhsjk.people.cn/article/40231852
携手引领中匈关系驶入“黄金航道”,"Lead China-Hungary Relations into the ""Golden Waterway"" Hand in Hand",2024-05-09,International,Other Heads of State / Foreign Leaders,letter,人工智能(2),N,https://jhsjk.people.cn/article/40231861
习近平同匈牙利总理欧尔班举行会谈,Xi Jinping Holds Talks with Hungarian Prime Minister Orbán,2024-05-10,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40232684
习近平同埃及总统塞西会谈,Xi Jinping Holds Talks with Egyptian President Sisi,2024-05-30,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40246568
习近平同阿联酋总统穆罕默德会谈,Xi Jinping Holds Talks with UAE President Mohamed,2024-05-31,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40247426
深化合作，继往开来推动中阿命运共同体建设跑出加速度,"Deepen Cooperation, Continue to Build on the Past and Advance the Building of the China-Arab Community with a Shared Future at an Accelerated Pace",2024-05-31,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(10); 人工智能治理(2),N,https://jhsjk.people.cn/article/40247627
坚守初心使命发挥自身优势 为建设教育强国科技强国作出新的贡献,"Uphold the Original Mission, Leverage Own Advantages, Make New Contributions to Building a Strong Country in Education and Science and Technology",2024-06-11,Domestic,Academia/Scientists,letter,人工智能(2),N,https://jhsjk.people.cn/article/40255473
习近平向联合国贸易和发展会议成立60周年庆祝活动开幕式发表视频致辞,Xi Jinping Delivers Video Address to the Opening Ceremony of the 60th Anniversary Celebration of the United Nations Conference on Trade and Development,2024-06-13,International,Public/Citizens,speech transcript,人工智能(2),N,https://jhsjk.people.cn/article/40255472
习近平向2024世界智能产业博览会致贺信,Xi Jinping's Congratulatory Letter to the 2024 World Intelligent Industry Expo,2024-06-21,International,Government Officials,letter,人工智能(10),N,https://jhsjk.people.cn/article/40261151
在全国科技大会、国家科学技术奖励大会、两院院士大会上的讲话,"Speech at the National Science and Technology Conference, National Science and Technology Award Conference, and Academician Conference of the Two Academies",2024-06-25,Domestic,Academia/Scientists,speech transcript,人工智能(6),N,https://jhsjk.people.cn/article/40263599
习近平同秘鲁总统博鲁阿尔特会谈,Xi Jinping Holds Talks with Peruvian President Boluarte,2024-06-29,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40266924
中华人民共和国和哈萨克斯坦共和国联合声明,Joint Statement Between the People's Republic of China and the Republic of Kazakhstan,2024-07-02,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4); 人工智能治理(2),N,https://jhsjk.people.cn/article/40270460
同心笃行  续写中哈关系新篇章,Work Together with One Heart to Write a New Chapter in China-Kazakhstan Relations,2024-07-03,International,Other Heads of State / Foreign Leaders,letter,人工智能(2),N,https://jhsjk.people.cn/article/40269537
习近平会见联合国秘书长古特雷斯,Xi Jinping Meets with UN Secretary-General Guterres,2024-07-05,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40271408
习近平同塔吉克斯坦总统拉赫蒙举行会谈,Xi Jinping Holds Talks with Tajik President Rahmon,2024-07-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40272235
习近平同塔吉克斯坦总统拉赫蒙共同会见记者,Xi Jinping and Tajik President Rahmon Meet the Press Together,2024-07-06,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40272240
关于《中共中央关于进一步全面深化改革、推进中国式现代化的决定》的说明,"Explanation on ""The Decision of the CPC Central Committee on Further Comprehensively Deepening Reform and Advancing Chinese-Style Modernization""",2024-07-22,Domestic,Government Officials,meeting description,人工智能(2),N,https://jhsjk.people.cn/article/40282391
习近平会见意大利总理梅洛尼,Xi Jinping Meets with Italian Prime Minister Meloni,2024-07-29,International,Other Heads of State / Foreign Leaders,meeting description,人工智能(4),N,https://jhsjk.people.cn/article/40288175
